Site_ID,Latitude,Longitude,Zip_Code,City,Perimeter_m
01_06042024_MinervaStreet,32.3008333,-90.19666667,39203,Jackson,88
02_06122024_Hartfield,32.338169,-90.181709,39203,Jackson,102.15
01_06202024_Lexington ,33.09241,-90.045056,39095,Lexington,192
02_06202024_Lexington ,33.12348,-90.09352,39095,Lexington,415.45
03_06202024_Lexington ,33.20027,-90.17263,39095,Lexington,91.44
04_06202024_Lexington ,33.1761,-90.22852,39169,Tchula,188.062
03_06242024_Claiborne,32.36819,-90.22286,39209,Jackson,127.7
